ISBN,Book-Title,Year-Of-Publication,Author-ID,Book-Author
1570671222,"Shopping Guide for Caring Consumers 2002: A Guide to Products That Are Not Tested on Animals (Shopping Guide for Caring Consumers, 2002)",2001,4437,People for the Ethical Treatment of Anim
080213338X,TRY,1995,4438,Dennis Cooper
0722513585,Single Vegetarian: Healthy Recipes for One,1990,4439,Marlis Weber
0385488947,Eleven Days: A Novel of the Heartland,1998,4440,Donald Harstad
0446522422,One Better,1997,4441,Rosalyn McMillan
0446522384,Charmed Circle,1998,4442,Carol Smith
0345380673,No Man in the House,1992,4443,Cecil Foster
0446524182,How Close We Come : A Novel of Women's Friendships,1998,4444,Susan S. Kelly
0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),1996,473,Jacquelyn Mitchard
0525241604,A prodigal child,1982,4445,David Storey
0399146296,Sarah's Window,2001,4446,Janice Graham
031230238X,Alexandra: The Last Tsarina,2002,4447,Carolly Erickson
0312859589,Shadow of Ashland,1996,4448,Terence M. Green
0802139566,Fair Warning: A Novel,2002,4449,Robert Olen Butler
0805042156,Feng Shui Handbook: How to Create a Healthier Living and Working Environment (Henry Holt Reference Book),1996,4450,Kam Chuen Lam
155870275X,Cover Letters That Will Get You the Job You Want,1993,4451,Stanley Wynett
006019295X,Hello to the Cannibals: A Novel,2002,548,Richard Bausch
0385484003,Bitch: In Praise of Difficult Women,1998,347,Elizabeth Wurtzel
0060185716,Triggerfish Twist: A Novel,2002,415,Tim Dorsey
0517163128,Friends Are Special,2001,4452,LUCY MEAD
0671521004,The Journal Of Callie Wade,1996,4453,Dawn Miller
1401300065,Gasping for Airtime : Two Years in the Trenches of Saturday Night Live,2004,4454,Jay Mohr
0061031542,Orange Crush,2002,415,Tim Dorsey
0618197338,"The Best American Short Stories 2003 (Best American Short Stories, 2003)",2003,4455,Katrina Kenison
0399237232,"Triss (Redwall, Book 15)",2002,1824,Brian Jacques
0316603570,3rd Degree,2004,109,James Patterson
0312318898,The Perfumed Sleeve : A Novel,2004,2872,Laura Joh Rowland
0312289723,Ten Big Ones: A Stephanie Plum Novel,2004,536,Janet Evanovich
0671659154,SHERLOCK HOLMES &amp; THE CASE OF SABINA HALL,1989,4456,Pamela Greenwood
0553801945,"The Game (King, Laurie R)",2004,919,LAURIE R. KING
0811828301,Dog Bless America: Tails from the Road,2001,4457,Jeff Selis
0765347156,The Adventuress (Irene Adler),2003,799,Carole Nelson Douglas
0740713949,A Little Look-See:  Mutts 6,2001,4458,Patrick McDonnell
0836269195,Three Dog Bakery Cookbook,1998,4459,Dan Dye
0060745908,Wicked Musical Tie-in Edition : The Life and Times of the Wicked Witch of the West,2004,207,Gregory Maguire
0425192725,Q Is for Quarry,2003,855,Sue Grafton
0553579525,The Moor (Mary Russell Novels (Paperback)),1999,919,LAURIE R. KING
0380792745,The Lust Lizard of Melancholy Cove,2000,413,Christopher Moore
0688167829,Florida Roadkill,1999,415,Tim Dorsey
0812517024,Irene At Large (Irene Adler),1993,799,Carole Nelson Douglas
0399146652,The Cat Who Smelled a Rat,2001,160,Lilian Jackson Braun
006056198X,Bleachy-Haired Honky Bitch : Tales from a Bad Neighborhood,2004,4460,Hollis Gillespie
0553573985,Gibbon's Decline and Fall,1997,826,Sheri S. Tepper
0312065647,The Best of Pulphouse: The Hardback Magazine,1991,1987,Kristine Kathryn Rusch
0671578448,The Unlikely Ones,1999,2119,Mary Brown
0671042831,Moonlight on the Avenue of Faith,2000,4461,Gina B. Nahai
0312199406,Night of Many Dreams : A Novel,1998,3786,Gail Tsukiyama
0393046974,House of Sand and Fog,1999,2843,Andre Dubus III
0312968884,Singing in the Shrouds,1999,4462,Ngaio Marsh
0756401356,The War of the Flowers,2003,2001,Tad Williams
0671656155,The Fall of Atlantis,1987,730,Marion Zimmer Bradley
0968288308,Gang Ranch the Real Story,1997,4463,Judy Alsager
0808514121,East of Eden (Penguin Twentieth-Century Classics),1999,639,John Steinbeck
0345450698,Clay's Quilt: A Novel (Ballantine Reader's Circle),2002,4464,Silas House
0375412530,Back When We Were Grownups: A Novel,2001,1249,ANNE TYLER
0969799152,Alaska by Cruise Ship: The Complete Guide to the Alaska Cruise Experience,1999,4465,Anne Vipond
0696218364,Paige by Paige: A Year of Trading Spaces,2003,4466,Paige Davis
0787123730,Mother of Pearl,1999,922,Melinda Haynes
1565115430,Girl in Hyacinth Blue,2001,1403,Susan Vreeland
1574533525,Dressing Up for the Carnival,2001,924,Carol Shields
0140285679,About a Boy,2002,691,Nick Hornby
0824518977,Divine Things: Seeking the Sacred in a Secular Age,2001,4467,Robert Kirschner
0553569031,Gone But Not Forgotten,1994,2469,PHILLIP M. MARGOLIN
1558008764,Slow Waltz in Cedar Bend (Unabridged),1993,130,Robert James Waller
0553472704,Beach Music (BDD Audio),1995,2682,Pat Conroy
1559273909,Anything Considered : A Novel,1996,1179,Peter Mayle
1402511787,Atonement,2002,546,Ian McEwan
0671779664,SCARLETTTHE SEQUEL TO MARAGARET MITCHELL'S GONE WITH THE WIND (REISSUE-ORIG. PUB : The Sequel to Margaret Mitchell's Gone With The Wind,1992,4468,Alexandra Ripley
0804114609,Patty Jane's House of Curl,1999,182,Lorna Landvik
0743249275,"Lean Thinking : Banish Waste and Create Wealth in Your Corporation, Revised and Updated",2003,4469,James P. Womack
0345438825,Angry Housewives Eating Bon Bons,2003,195,LORNA LANDVIK
0380868768,"The Secret Diary of Adrian Mole, Aged 13 3/4",1987,172,Sue Townsend
039915079X,The Teeth of the Tiger,2003,123,Tom Clancy
0670894508,Cause Celeb,2001,158,Helen Fielding
0312983743,Knock Me Off My Feet,2002,4470,Susan Donovan
069452526X,"Theory of Relativity, A  CD",2001,473,Jacquelyn Mitchard
0385729340,The Second Summer of the Sisterhood,2003,190,ANN BRASHARES
0517122707,A Confederacy of Dunces,1995,2747,John Kennedy Toole
0679463135,The Pursuit of Alice Thrift,2003,4471,ELINOR LIPMAN
0375508716,Motherhood and Hollywood : How to Get a Job Like Mine,2002,4472,PATRICIA HEATON
089281859X,The Templars and the Assassins: The Militia of Heaven,2001,4473,James Wasserman
075284332X,Bleeding Hearts (A Jack Harvey Novel),2004,2129,Ian Rankin
9724115380,A hora de Sertório (Finisterra),1994,4474,João Aguiar
0451450523,The Last Unicorn,1994,4475,Peter S. Beagle
0752801716,When the Sky Fell In Search of Atlantis,0,4476,Rand Flem Ath
0330331973,River God,1994,480,Wilbur Smith
0006510019,K,1998,4477,Daniel Easterman
058621089X,The Judas Testament,1995,4477,Daniel Easterman
0864423705,Lost Japan,1996,4478,Alex Kerr
4770016964,All About Katakana (Power Japanese Series),1993,4479,Anne Matsumoto Stewart
0586045449,Bomber,1978,1280,Len Deighton
0586200967,The Blood God,1988,4480,Joseph MacAnthony
0441132448,Cyberstealth,1989,4481,S.N. Lewitt
0553212427,Sherlock Holmes: The Complete Novels and Stories (Sherlock Holmes),1986,2256,Arthur Conan Doyle
0553212419,Sherlock Holmes : The Complete Novels and Stories (Bantam Classic) Volume I,1986,3544,"Arthur Conan, Sir Doyle"
0553577778,"Infinity's Shore (The Uplift Saga, Book 5)",1997,250,David Brin
0671037307,The Water of Life (The Wanderers),2000,4482,Caiseal Mor
0671037293,Song of the Earth :2,0,4482,Caiseal Mor
0671037285,Circle and the Cross,0,4482,Caiseal Mor
031298328X,Full Tilt (Janet Evanovich's Full Series),2003,536,Janet Evanovich
0451205626,Cold Paradise (Stone Barrington Novels (Paperback)),2002,110,Stuart Woods
0380802937,Someday My Prince,1999,2350,Christina Dodd
0446606456,An Isolated Incident,1999,2157,Susan R. Sloan
0449223043,Guardian,1995,1464,John Saul
0553284118,Creature,1990,1464,John Saul
0380802929,The Runaway Princess,1999,2350,Christina Dodd
0446364622,The Children of Men,1994,1951,P.D. James
0140060898,The Mosquito Coast,1996,117,Paul Theroux
0671737791,The Bride,1991,1466,Julie Garwood
0684826127,WATER WITCHES,1997,2045,Chris Bohjalian
0060920335,Sure of You,1990,497,Armistead Maupin
0345423135,The Magic Circle,1999,1816,Katherine Neville
1556613105,"The Valiant Gunman (House of Winslow, Book 14)",1993,2008,Gilbert Morris
0373483937,Long Tall Texans: Emmett-Regan-Burke,1999,1244,Diana Palmer
0142002585,In This Mountain (Mitford Years (Paperback)),2003,621,Jan Karon
0425068145,Promise Me the Dawn,1984,4483,Jill Gregory
0891079149,"To Catch the Summer Wind (Seasons of Intrigue, No 5)",1996,4484,Doris Elaine Fell
068482440X,BEACHCOMBING FOR A SHIPWRECKED GOD,1997,4485,Joe Coomer
0373484488,Heaven On Earth,2001,4486,Assorted
0764220314,"Honor's Pledge (Rocky Mountain Legacy, No. 1)",1998,4487,Kristen Heitzmann
0684800993,OUR NOISE,1995,4488,Jeff Gomez
0451082028,Coma,0,489,Robin Cook
0802726224,Abigail,1988,4489,Lois Henderson
0156002078,"Silk Hope, Nc/a Novel (A Harvest Book)",1995,4490,Lawrence Naumoff
0764223666,"Evening Star (Sam Keaton:Legends of Laramie, 1)",2000,4491,Sigmund Brouwer
156476706X,"Airwaves (Promises, a Romance)",1998,4492,Sherrie Lord
0800757181,"Daughter of Joy (Morgan, Kathleen, Brides of Culdee Creek, Bk.1.)",1999,4493,Kathleen Morgan
1556618662,"The Shunning (Heritage of Lancaster County/Beverly Lewis, 1)",1997,4252,Beverly Lewis
0891073906,This Present Darkness,1986,774,Frank E. Peretti
187895105X,Huldah,1991,4494,Lois Erickson
0373218125,Mysterious,2003,299,Nora Roberts
0380728133,Bloodsucking Fiends: A Love Story,1996,413,Christopher Moore
1586420429,Kaddish in Dublin: An Inspector Matt Minogue Mystery (Inspector Matt Minogue Mystery Series),2002,4495,John Brady
0060932147,The Book of Laughter and Forgetting,1999,179,Milan Kundera
0375724389,The Tie That Binds,2000,184,KENT HARUF
0375422412,Three Junes,2002,4496,Julia Glass
0764223291,The Redemption of Sarah Cain,2000,4252,Beverly Lewis
0449003981,A Patchwork Planet (Ballantine Reader's Circle),1999,66,Anne Tyler
037570924X,An Equal Music,2000,422,Vikram Seth
0812930088,Starting and Running a Profitable Investment Club : The Official Guide from The National Association of Investors CorporationRevised and Updated,1998,4497,THOMAS O'HARA
0345435168,Open House (Oprah's Book Club (Paperback)),2001,2894,Elizabeth Berg
0786886323,Carter Beats the Devil,2002,4498,Glen Gold
0747541604,The Gashlycrumb Tinies,1998,3432,Edward Gorey
0840775717,The Third Millenium,1993,4499,Paul D. Meier
0061009482,The Sacrifice of Tamar,1995,1569,Naomi Ragen
0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),2002,472,Faye Kellerman
0373243820,"Love Beyond Words (50th Book) (Silhoette  Special Edition, No 1382)",2001,4500,Janet Woods
0373164394,"Sunshine And Shadows (Harlequin American Romance, No 439)",1992,4501,Pamela Browning
0345441265,The Ladies Auxiliary (Ballantine Reader's Circle),2000,4502,Tova Mirvis
1573227528,Giving Up America,1999,246,Pearl Abraham
038078954X,Blood Money,2000,4264,Rochelle Krich
0380819635,Lost in Your Arms (Avon Romance),2002,2350,Christina Dodd
0440221595,The Glass Lake,1996,50,Maeve Binchy
0316782475,The Dangerous Husband : A Novel,1999,4503,Jane Shapiro
0525947299,No Second  Chance,2003,1623,Harlan Coben
0140115773,What Am I Doing Here,1990,4504,Bruce Chatwin
0060198184,The Lost Fleet: The Discovery of a Sunken Armada from the Golden Age of Piracy,2002,4505,Barry Clifford
0878332928,Citation: In a Class by Himself,2003,4506,Phil Georgeff
0525947736,The Darwin Awards III: Survival of the Fittest,2003,2785,Wendy Northcutt
0804119430,Horse Heaven,2003,474,JANE SMILEY
0618118810,"The Best American Travel Writing 2003 (Best American Travel Writing, 2003)",2003,2499,Ian Frazier
0449906515,Dave Barry's Only Travel Guide You'll Ever Need,1991,264,Dave Barry
0671038443,The Devil's Teardrop,2000,1011,Jeffery Deaver
0786884649,Confessions of a Cineplex Heckler : Celluloid Tirades and Escapades,2000,4507,Joe Queenan
0786865539,My Goodness : A Cynic's Short-Lived Search for Sainthood,2000,4507,Joe Queenan
8429713948,Trajecte final (Col¨lecció universal de butxaca El Cangur ; 39),1978,2585,Manuel de Pedrolo
0553263811,The Minds of Billy Milligan,1995,3585,Daniel Keyes
1857988884,Crescent City Rhapsody,2000,1460,Kathleen Ann Goonan
0747256675,Gallery Whispers,2001,4508,Quintin Jardine
0380767643,A Woman Without Lies,1995,2635,Elizabeth Lowell
0440222656,The Horse Whisperer,1996,810,Nicholas Evans
0380569035,Earthly Powers,1981,3328,Anthony Burgess
0380767635,Where the Heart Is,1997,2635,Elizabeth Lowell
0380711982,Katherine: It's Time : The Incredible True Story of the Multiple Personalities of Kit Castle,1990,4509,Kit Castle
0312904568,Images,1986,4510,Cara Saylor Polk
0452282063,Siam or the Woman Who Shot a Man: A Novel,2000,3452,Lily Tuck
0192833170,Miss Julie and Other Plays (Oxford World's Classics),1999,4511,August Strindberg
0140189351,Dangling Man (Penguin Twentieth-Century Classics),1996,1066,Saul Bellow
0671622021,QUEEN OF THE SUMMER STARS,1991,4512,Persia Woolley
0486289990,This Side of Paradise (Dover Thrift Editions),1996,2571,F. Scott Fitzgerald
0525468633,Postcards from No Man's Land,2002,4513,Aidan Chambers
0441000150,Quantum Leap: The Wall (Quantum Leap),1994,3803,Ashley McConnell
0671878662,Fiddler Fair,1998,517,Mercedes Lackey
0070064547,Motherhood: The Second Oldest Profession,1983,697,Erma Bombeck
0897331222,An Afternoon to Kill,1984,4514,Shelley Smith
1557736022,Lesson in Murder,1991,4515,John Buxton Hilton
044022392X,The Keys to the Street: A Novel of Suspense,1997,209,Ruth Rendell
0446605913,Time to Depart (Marcus Didius Falco Mysteries (Paperback)),1998,3964,Lindsey Davis
0553254642,Some Buried Caesar,1994,306,Rex Stout
0553213806,Dubliners,1990,177,James Joyce
0451410025,I Am the Only Running Footman,2001,428,Martha Grimes
0804118558,A Breach of Promise (William Monk Novels (Paperback)),1999,205,Anne Perry
0380808641,The Death of an Irish Sinner : A Peter McGarr Mystery (Peter McGarr Mysteries (Paperback)),2002,4516,Bartholomew Gill
1557735417,Holiday for Murder,1991,4515,John Buxton Hilton
0385722109,Hotel World,2002,4517,ALI SMITH
1931166196,World Leaders Speak: The Messiah Has Come,2003,4518,HSA-UWC
0947782753,Scottish Ghost Stories,0,4519,Giles Gordon
0679433015,Servant of the Bones,1996,493,Anne Rice
0394587863,The Witching Hour (Lives of the Mayfair Witches),1990,492,ANNE RICE
0517150646,The History of the Devil and the Idea of Evil,1996,4520,Paul Carus
0440136482,"Holy Blood, Holy Grail",1983,4521,MICHAEL BAIGENT
0867163968,To Live As Francis Lived: A Guide for Secular Franciscans,2000,4522,Leonard Foley
0883781042,The Isis Papers,1991,4523,Frances Cress Welsing
0913866156,Aleister Crowley Thoth Tarot Deck,1972,4524,Aleister Crowley
0094717907,The Grail: from Celtic Myth to Christian Symbol: From Celtic Myth to Christian Symbol (Celtic Interest),1992,4525,Robert Sherman Loomis
1887161120,A Soul's Journey: Empowering the Present Through Past Life Regression,1996,4526,Jeanne Avery
0385188579,Astrological Aspects: Your Inner Dialogues,1985,4526,Jeanne Avery
0451196805,"Past Lives, Present Loves",1999,4526,Jeanne Avery
0385132786,The Rising Sign: Your Astrological Mask,1982,4526,Jeanne Avery
0671632949,Astrology and Your Past Lives,1987,4526,Jeanne Avery
0767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,1998,4527,Surya Das
0316899984,"River, Cross My Heart",1999,4528,Breena Clarke
8420634115,El señor de las moscas,1972,4529,William Golding
3423130180,,2002,1520,Javier Marias
0671820478,GOLEM 100,1981,4530,Alfred Bester
0843947888,Among the Missing,2000,4531,Richard Laymon
0385471106,Good Bones and Simple Murders,2001,1110,MARGARET ATWOOD
014029628X,Girl in Hyacinth Blue,2000,1403,Susan Vreeland
3473581534,,2001,4532,Avi
0590425919,White Fang,1989,818,Jack London
0394719557,States of Ireland,1973,4533,Conor Cruise O'Brien
0441478123,The Left Hand of Darkness (Remembering Tomorrow),1991,1482,Ursula K. Le Guin
006019393X,If the Gods Had Meant Us to Vote They Would Have Given Us Candidates,2000,4534,Jim Hightower
0743428668,Into the Woods,2002,1013,V.C. Andrews
1568650426,Fisherman's Creek,2000,4535,Daphne du Maurier
1571742859,Michael Landon's Legacy: 7 Keys to Supercharging Your Life,2001,4536,Cheryl Landon
3462030426,Ich bin's.,2001,4537,Alexa Hennig von Lange
3596125723,Catch 22.,1994,237,Joseph Heller
006097141X,That Night,1993,752,Alice McDermott
0380974487,End of Days,1999,4538,Dennis Danvers
325706277X,Handbuch des Kriegers des Lichts.,2001,930,Paulo Coelho
0517703491,Lloyd--What Happened: A Novel of Business,1998,4539,Stanley Bing
0739412930,Stealing Shadows,2000,138,Kay Hooper
0739413279,Don't Close Your Eyes,2000,4540,Carlene Thompson
0821749889,The Club,1995,92,Jane Heller
0373970196,Twist Of Fate,1986,996,Jayne Ann Krentz
0553563734,The King's Buccaneer,1994,3879,RAYMOND FEIST
0515129224,Soft Focus,2000,996,Jayne Ann Krentz
0671676237,The GOLDEN CHANCE,1990,996,Jayne Ann Krentz
0553801813,The Widow's Kiss,2001,937,Jane Feather
0380016974,Captive Bride,1999,1681,Johanna Lindsey
0380809087,The Defiant One,2000,4541,Danelle Harmon
0609805509,Debbie Travis' Painted House Living &amp; Dining Rooms: 60 Stylish Projects to Transform Your Home,2001,4542,Debbie Travis
0886778158,The Burning Stone (Crown of Stars (Paperback)),2000,3717,Kate Elliott
0886778166,"Prince of Dogs (Crown of Stars, Vol 2)",1999,3717,Kate Elliott
0671025945,Weeping Angel,1998,3744,Stef Ann Holm
0441009077,Never After,2002,4543,Rebecca Lickiss
0375509089,Loose Lips,2003,4544,Claire Berlinski
0449005844,The Wild Child,2000,1807,Mary Jo Putney
044922046X,Catering to Nobody,1995,2827,Diane Mott Davidson
0671877836,"Honor Among Enemies (Honor Harrington Series, Book 6)",1997,1838,David Weber
0671876813,"Flag in Exile (Honor Harrington Series, Book 5)",1995,1838,David Weber
0441090435,Callahan's Crosstime Saloon,1987,940,Spider Robinson
0425181685,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),2001,1284,Laurell K. Hamilton
0743435583,Miles Errant,2002,1418,Lois McMaster Bujold
0515130923,Dawn in Eclipse Bay,2001,996,Jayne Ann Krentz
055357762X,The Prisoner,2001,4545,KARYN MONK
0380802325,Suddenly You,2001,1899,Lisa Kleypas
0425173356,Cat and the Countess,2000,4546,Casey Claybourne
0553572040,Killer Pancake,1996,2827,Diane Mott Davidson
0671721631,On Basilisk Station (Honor Harrington 1) (On Basilisk Station),1993,1838,David Weber
0345435273,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),2002,3779,LAURELL K. HAMILTON
0380814803,The Pursuit (Avon Historical Romance),2003,1681,Johanna Lindsey
0399149678,Finding Caruso,2003,4547,Kim Barnes
0671035460,Pale Horse Coming,2002,4548,Stephen Hunter
0778320286,Changing Habits (Mira),2004,2598,Debbie Macomber
0451212169,Bright Eyes (Coulter Family Series),2004,2900,Catherine Anderson
0671871005,The WEDDING,1997,1466,Julie Garwood
0373218877,Navy Woman (Silhouette Single Title),2004,2598,Debbie Macomber
0755308530,Singing Bird,2004,4549,Roisin McAuley
0451188713,A Jury of Her Peers,1997,4550,Jean Hanff Korelitz
